,feature,i,f,c,o,cell
60,1,-0.026269378140568,-0.133447602391242,-0.043524738401174004,-0.021211795508861,10
61,1,0.019649606198072003,-0.167010903358459,-0.08360093832015901,0.26084110140800404,11
62,1,-0.062970243394374,-0.066994599997997,0.14779123663902202,0.13470309972763,12
63,1,-0.035554438829422004,0.0019563585519790003,-0.08328012377023601,0.14452658593654602,13
64,1,-0.11281963437795602,0.029099553823471003,0.031820189207792005,-0.16644375026226002,14
65,1,0.30762887001037603,-0.060506187379360005,0.053949870169162,0.17270399630069702,15
66,1,0.29424530267715404,0.017813563346862002,-0.09804848581552501,0.13106912374496402,16
67,1,0.21284072101116103,-0.10395343601703601,-0.007113388739526,0.08472701907157801,17
68,1,0.20025525987148202,-0.046448580920696,-0.15691202878952,0.045384060591459004,18
69,1,-0.20604433119297003,-0.11488353461027101,-0.046100080013275,0.054809112101793005,19
70,1,0.051608122885227,0.11250731348991301,-0.11632977426052,0.15753698348999,20
71,1,0.123956024646759,-0.023276209831237002,-0.05719269067049,-0.044863469898700006,21
72,1,0.088100686669349,0.152287513017654,-0.016442850232124002,-0.0012752334587270001,22
73,1,-0.101459085941314,0.141792804002761,-0.077067583799362,0.10180226713418901,23
74,1,-0.145149856805801,-0.12479153275489802,-0.013240362517535001,0.010279418900609,24
75,1,0.044612616300582005,0.090045183897018,-0.052355937659740004,-0.030176123604178002,25
76,1,0.16968894004821702,0.113334864377975,0.002849684329703,0.191144004464149,26
77,1,0.08946689963340701,0.156475216150283,-0.14324550330638802,0.162669464945793,27
78,1,0.22852084040641701,-0.077547863125801,0.089138709008693,0.17517751455307,28
79,1,0.027294473722577,-0.163377925753593,0.139318346977233,0.0016829492524260002,29
80,1,-0.037178833037614004,-0.07392889261245701,0.10417671501636501,0.02287527732551,30
81,1,-0.20908704400062503,-0.030126988887786,0.099250063300132,-0.28665617108345004,31
82,1,0.057904295623302,-0.14402641355991302,0.043698586523532,-0.10761679708957601,32
83,1,0.050164181739091006,0.10066506266593901,-0.014784555882215002,-0.043499156832695,33
84,1,0.101614713668823,0.128846585750579,0.032393235713243006,-0.100810281932353,34
85,1,0.185013473033905,-0.13536371290683702,0.12152048200368801,-0.15120954811573,35
86,1,-0.302030742168426,0.162017673254013,0.009875894524157,-0.385841608047485,36
87,1,0.15135419368743802,-0.03642201423645,0.078991539776325,0.045793917030096006,37
88,1,-0.052262969315052005,-0.12144301831722201,-0.11425685882568301,0.0006931246607560001,38
89,1,-0.130798354744911,-0.039092063903808004,-0.025634029880166,0.092549696564674,39
90,1,-0.10922726988792401,0.029317244887351,-0.018111087381839003,-0.11740439385175701,40
91,1,0.12009099125862101,0.09264627099037101,-0.04410501569509501,0.121152281761169,41
92,1,0.24976359307765902,0.016919389367103,0.15041653811931602,0.257742494344711,42
93,1,-0.12881833314895602,0.034558922052383,-0.136317014694213,-0.020294876769185,43
94,1,-0.109870821237564,0.097162306308746,-0.055603791028261004,-0.09846670925617201,44
95,1,0.050372421741485006,0.166485667228698,-0.08246903866529401,0.193223297595977,45
96,1,-0.16168110072612701,-0.039743319153785005,0.13406828045845,0.14427542686462402,46
97,1,0.12071789801120701,-0.076780393719673,0.088883355259895,0.258016288280487,47
98,1,0.020270634442567003,-0.08141437917947701,0.098780445754528,-0.06746230274438801,48
99,1,0.23165577650070102,-0.14201316237449602,-0.085274040699005,0.01853753067553,49
100,2,-0.181749522686004,-0.102840356528759,0.08518882095813701,0.043206956237554,0
101,2,-0.039721384644508,-0.165873453021049,-0.144758701324462,-0.135169833898544,1
102,2,-0.048698745667934,-0.033033415675163005,0.012844383716583,0.011325477622449,2
103,2,-0.026055175811052003,0.09714898467063901,0.04290791228413501,0.18264840543270103,3
104,2,-0.12003781646490001,-0.09145414084196,0.038810335099697,0.089172251522541,4
105,2,0.140166908502578,-0.06442355364561,0.009813894517719001,0.12463514506816802,5
106,2,-0.088052853941917,-0.10005716234445501,-0.09481952339410701,0.041073691099882,6
107,2,-0.14968469738960202,-0.015423074364662,0.074019663035869,-0.064808115363121,7
108,2,0.026983872056007004,-0.13841472566127702,-0.078669711947441,-0.07525224238634101,8
109,2,-0.029594205319881002,-0.08745129406452101,-0.043072864413261004,-0.13585120439529402,9
110,2,-0.10449948906898401,-0.153814077377319,-0.059379376471042,0.09007239341735801,10
111,2,-0.049908448010683004,-0.05006755888462001,0.07647957652807201,0.12941829860210402,11
112,2,0.09520699083805001,-0.09943433851003601,-0.104795821011066,0.098303593695163,12
113,2,0.009231191128492001,0.038779869675636,0.012093177996575001,-0.05844372138381,13
114,2,-0.158505231142044,0.106152147054672,0.009124392643570001,-0.195352628827095,14
115,2,0.08421819657087301,-0.160722807049751,-0.12181394547224,-0.019559830427169002,15
116,2,0.08338286727666801,-0.159777984023094,-0.031270276755094,-0.10513981431722601,16
117,2,-0.005833195522427,0.052223175764083,-0.023675918579101,-0.099654696881771,17
118,2,0.119620837271213,-0.15298002958297702,-0.034041851758956,0.13374376296997,18
119,2,-0.25810560584068304,0.08060389757156301,0.05975115299224801,-0.09794486314058301,19
120,2,0.12117458879947601,-0.083309508860111,0.086505115032196,0.229536324739456,20
121,2,-0.11385695636272401,-0.143914490938186,0.07435233145952201,-0.16536581516265803,21
122,2,-0.041008908301591006,0.16118305921554502,0.030686832964420003,-0.030944602563977002,22
123,2,-0.14962728321552202,0.126855045557022,0.063065864145755,0.074184402823448,23
124,2,0.026213293895125,-0.033061921596527,-0.038339253515005,-0.016639223322272002,24
125,2,0.15320050716400102,0.155371785163879,0.165283620357513,-0.046131726354360005,25
126,2,0.260977983474731,-0.160990640521049,0.024870576336979002,0.236513867974281,26
127,2,-0.038027178496122006,0.036183387041091,0.137638822197914,0.11121444404125201,27
128,2,0.02146597392857,0.16689610481262201,-0.14257134497165602,0.225522518157958,28
129,2,0.09897793084383001,0.13396972417831401,-0.035601206123828,-0.14549079537391602,29
130,2,-0.06060130521655,-0.021739527583122,-0.020702729001641003,-0.013290513306856001,30
131,2,-0.19364510476589203,0.082023918628692,-0.118126511573791,-0.140453621745109,31
132,2,0.017576212063431,-0.115495793521404,0.082955121994018,0.081362165510654,32
133,2,0.10340933501720401,-0.008917972445487001,-0.06920560449361801,0.061951793730258005,33
134,2,-0.19281569123268102,-0.09811761230230301,0.056033629924058005,0.018834054470062003,34
135,2,-0.11050081998109801,0.055978178977966,-0.040462516248226006,0.039176233112812,35
136,2,-0.28274917602539,0.086163878440856,-0.13033290207386,-0.298345118761062,36
137,2,0.091805145144462,0.075091570615768,-0.115813046693801,-0.009332186542451,37
138,2,-0.007405558135360001,0.06788545846939001,0.195597931742668,0.025658827275037002,38
139,2,-0.009790784679353001,-0.003299757838249,0.039615612477064,-0.10710880160331701,39
140,2,-0.172025188803672,-0.088980443775653,0.0036125115584580004,-0.040614858269691,40
141,2,-0.262560307979583,0.030870825052261002,0.12355804443359301,-0.036546468734741,41
142,2,-0.14048719406127902,-0.028906896710395,-0.12121378630399701,0.180663302540779,42
143,2,-0.088655553758144,-0.000349983572959,-0.034586265683174,-0.242488965392112,43
144,2,-0.036373313516378,-0.031335443258285,0.09394809603691101,-0.095063291490077,44
145,2,0.12004051357507702,-0.042342513799667005,0.046697054058313,-0.032894250005483,45
146,2,0.133278355002403,-0.022685691714286003,-0.162429049611091,0.055995341390371,46
147,2,0.17314933240413602,-0.12600989639759,-0.021326225250959,0.287293761968612,47
148,2,-0.057998690754175006,-0.14855702221393502,-0.077733747661113,0.087676644325256,48
149,2,0.089356832206249,0.118607103824615,0.08955179154872801,0.038708854466676004,49
150,3,-0.161572962999343,-0.14845587313175201,-0.086671918630599,-0.102982223033905,0
151,3,-0.06455525755882201,0.095563292503356,0.120737545192241,-0.132507890462875,1
152,3,0.04199619218707,0.12836483120918202,0.029434692114591002,0.025237914174795,2
153,3,0.16419441998004902,0.044860273599624,-0.013821839354932001,0.132400318980216,3
154,3,0.097253873944282,0.022506669163703003,0.07702502608299201,-0.06275843083858401,4
155,3,0.10172381252050401,-0.024012699723243002,0.14389748871326402,0.143158376216888,5
156,3,0.055255990475416,0.06023702025413501,0.027674600481987003,0.06998801231384201,6
157,3,0.07282099127769401,-0.11730650067329401,0.084304705262184,-0.11364891380071601,7
158,3,0.199320554733276,-0.041088879108428004,0.062519811093807,0.124537259340286,8
159,3,-0.012798389419913,-0.011564388871192,-0.10486639291048001,-0.18793001770973203,9
160,3,0.013837751001119001,-0.099444173276424,-0.011323578655719,-0.19811421632766701,10
161,3,0.15028411149978602,-0.037658274173736,0.07425316423177701,0.138241022825241,11
162,3,-0.022897409275174002,0.057278290390968004,-0.164683878421783,0.288573771715164,12
163,3,-0.016689475625753,-0.029354661703109002,-8.173202513717115e-05,0.023711053654551003,13
164,3,-0.11796294152736601,0.08223178982734601,0.049493938684463,-0.057270098477602005,14
165,3,0.080779306590557,-0.05744706839323,0.10103410482406601,0.20929685235023401,15
166,3,-0.08512886613607401,0.078580975532531,0.145095184445381,-0.208481475710868,16
167,3,-0.16353346407413402,-0.15577289462089502,0.06347015500068601,0.04078060016036,17
168,3,0.186544090509414,-0.07258856296539301,0.090913213789463,0.028680000454187,18
169,3,-0.276818126440048,0.067058816552162,-0.070537433028221,-0.067088320851325,19
170,3,-0.080445602536201,-0.13056556880474002,0.160122156143188,-0.11941502243280401,20
171,3,-0.13214474916458102,-0.133705869317054,0.08111096173524801,-0.026486771181225003,21
172,3,-0.031773522496223006,0.153695434331893,0.153187125921249,0.010827526450157,22
173,3,-0.079036936163902,-0.020826876163482003,-0.021352609619498003,-0.08680595457553801,23
174,3,-0.07261600345373101,0.053961202502250005,-0.130520716309547,-0.16437211632728502,24
175,3,0.128340050578117,-0.156035661697387,-0.0007039480842640001,0.005236860830336001,25
176,3,0.03523164615035,-0.018807843327522,0.035625133663415,0.21230611205101002,26
177,3,0.16225191950798,-0.132295846939086,0.07464576512575101,0.140058979392051,27
178,3,0.284781068563461,-0.119014993309974,0.10184738039970301,0.37897652387619,28
179,3,-0.16847878694534302,0.049810826778411005,-0.10272817313671101,-0.09488411247730201,29
180,3,0.151914402842521,0.059426426887512006,0.094260081648826,-0.09643878787755901,30
181,3,-0.359966814517974,0.15934762358665402,-0.06358945369720401,-0.060500875115394,31
182,3,-0.231323793530464,0.05809350311756101,-0.118804484605789,0.08286883682012501,32
183,3,-0.054635591804981,-0.163587152957916,0.027268454432487002,0.099002696573734,33
184,3,0.140405818819999,-0.037197947502136,-0.039955887943506005,-0.122105203568935,34
185,3,-0.13663916289806302,0.088527679443359,0.056486051529645004,0.10816819965839301,35
186,3,-0.13195051252841902,-0.049022220075130005,0.132915943861007,-0.27488738298416104,36
187,3,-0.013529566116631002,-0.165601298213005,-0.087438717484474,-0.009621908888220001,37
188,3,0.11995873600244501,0.056510180234909,-0.059287816286087,-0.09440200775861701,38
189,3,-0.164671406149864,-0.034611269831657,0.024565944448113,0.090842694044113,39
190,3,-0.27490821480751004,-0.121658518910408,-0.030897911638021,-0.324641525745391,40
191,3,0.11258913576602901,0.085814714431762,0.085351780056953,0.061405941843986005,41
192,3,0.13125424087047502,-0.14869150519371002,0.06161880493164001,-0.129037231206893,42
193,3,-0.024806566536426003,0.16310515999794,0.06313994526863001,-0.26194369792938205,43
194,3,-0.139916837215423,-0.10244262963533401,-0.016364995390176003,-0.066858999431133,44
195,3,-0.08466722816228801,-0.131717726588249,0.05621493607759401,-0.09842892736196501,45
196,3,-0.037188865244388004,0.028779536485671,0.110245361924171,-0.080768942832946,46
197,3,0.07701677083969101,-0.003397315740585,0.001497274497523,0.052253346890211,47
198,3,-0.101007536053657,0.08494049310684201,-0.08099899441003801,-0.065065771341323,48
199,3,-0.08989588916301701,-0.09142231196165,-0.150995939970016,0.018204003572463,49
200,4,0.05474245920777301,-0.15406189858913402,-0.13151580095291102,0.169632449746131,0
201,4,-0.041306424885988006,-0.12127310037612901,0.0028684209100900003,0.093373946845531,1
202,4,-0.013484440743923002,0.10178723931312501,0.035088595002889,-0.18897120654582902,2
203,4,-0.112524464726448,0.131464689970016,-0.014498344622552001,0.146411970257759,3
204,4,0.134945020079612,-0.021854236721992,0.082792825996875,-0.034184373915195,4
205,4,0.067649535834789,-0.10637287795543601,0.06503664702177,0.14289033412933302,5
206,4,-0.07328465580940201,0.045391753315925,-0.044785838574171004,0.11843104660511002,6
207,4,-0.025778848677873,0.050376966595649005,0.030469808727502004,-0.06770087778568201,7
208,4,0.11948437988758001,0.16663092374801602,0.076634839177131,-0.151691734790802,8
209,4,-0.12829533219337402,-0.006498545408248,-0.021102672442793003,-0.193687319755554,9
210,4,-0.1721972823143,-0.0029401034116740003,0.08231501281261401,0.029130335897207003,10
211,4,-0.014608417637646,-0.03422525525093,-0.052854411303997005,0.050203472375869,11
212,4,0.07866188883781401,0.098740637302398,0.081149712204933,0.004356940742582,12
213,4,-0.035216484218835005,0.07381623983383101,0.04414727538824,0.18148839473724301,13
214,4,-0.16347447037696802,0.07035976648330601,-0.0029217612463980002,-0.081706248223781,14
215,4,0.078644797205924,0.044666796922683,-0.020612020045518,0.102782413363456,15
216,4,0.006494158413261001,-0.12234771996736502,-0.043933562934398006,0.089018687605857,16
217,4,0.175581857562065,-0.043524637818336,-0.065727949142456,-0.11213475465774501,17
218,4,0.12989093363285,-0.113243028521537,0.12960293889045701,0.12141184508800501,18
219,4,-0.277210175991058,-0.16346542537212302,-0.012363315559923002,0.02505100518465,19
220,4,0.11022818088531401,-0.128775715827941,-0.12098081409931101,0.137734517455101,20
221,4,0.0023154250811780004,-0.000159710645675,0.07715751975774701,-0.08535608649253801,21
222,4,-0.043404188007116005,0.132044643163681,0.037721112370491,-0.13771916925907102,22
223,4,-0.033317700028419,0.05641590058803501,-0.017067581415176003,0.09362310171127301,23
224,4,-0.150889188051223,-0.12371169775724401,-0.050780758261680006,-0.149920091032981,24
225,4,0.11108258366584702,-0.12447257339954301,-0.012849976308643,-0.13897313177585602,25
226,4,0.27511364221572804,-0.12095373868942201,-0.041030827909708,0.075665436685085,26
227,4,0.068483039736747,-0.020938202738761003,-0.029664423316717002,0.186949133872985,27
228,4,0.086649030447006,0.059210076928138004,-0.09391235560178701,-0.04620016366243301,28
229,4,-0.052224859595298004,0.004788741469383,-0.142723619937896,-0.028554992750287004,29
230,4,-0.217691287398338,-0.08446895331144301,-0.065530650317668,0.07185424119234,30
231,4,-0.22958712279796603,0.049692392349243004,0.05919349938631,-0.23986491560935902,31
232,4,0.166648179292678,-0.12517091631889302,0.11468446254730201,-0.14189863204956002,32
233,4,0.057220056653022,-0.15952590107917702,0.11483871191740001,-0.059463653713464,33
234,4,-0.32460030913352905,-0.006715863943099001,0.026037685573101002,-0.309650510549545,34
235,4,-0.0025126838590940003,0.04558530449867201,0.030212422832846003,0.095249116420745,35
236,4,-0.40473943948745705,-0.103038042783737,-0.077556580305099,-0.400364071130752,36
237,4,-0.032993551343679005,0.05754230916500001,-0.08790531754493701,-0.059734102338552,37
238,4,-0.14980699121952,0.13956743478775002,0.052067805081605,-0.242332205176353,38
239,4,0.021083790808916,-0.134577006101608,-0.045602791011333,0.131004840135574,39
240,4,-0.20617756247520402,0.089493364095687,0.008299528621137,-0.209885135293006,40
241,4,-0.23629455268383,-0.16039432585239402,-0.17942604422569203,-0.18751811981201102,41
242,4,0.25419920682907104,0.043802946805953,-0.038181468844413,0.22436374425888,42
243,4,-0.28244066238403304,0.120932340621948,0.063337199389934,-0.44470688700675903,43
244,4,-0.14219473302364302,0.11879876255989001,0.036182038486003,0.14443492889404203,44
245,4,0.137380093336105,-0.07762439548969201,0.005327203776687,-0.020822562277317002,45
246,4,-0.002800315385684,0.168748795986175,0.106542654335498,0.016836205497384002,46
247,4,0.279446691274642,0.060470104217529005,-0.036843709647655,0.209645301103591,47
248,4,0.10585687309503501,-0.02469302713871,0.087870515882968,-0.126324072480201,48
249,4,0.222527131438255,-0.08787683397531501,0.11590575426816901,0.19833894073963101,49
250,5,-0.04544346034526801,-0.09963271021842901,0.028123201802372003,-0.123495206236839,0
251,5,0.061000928282737,-0.15785737335681901,-0.010599792003631,0.030100250616669003,1
252,5,-0.13054190576076502,0.12061196565628,0.012554247863590001,-0.200268536806106,2
253,5,0.029155734926462003,-0.15215948224067602,-0.138519078493118,-0.162498459219932,3
254,5,0.122334420680999,-0.028697296977043003,-0.10044866055250101,-0.043586097657680005,4
255,5,-0.121924236416816,-0.14576905965805,0.04232928901910701,-0.106995604932308,5
256,5,-0.073110610246658,-0.078401625156402,-0.11899152398109401,-0.142811238765716,6
257,5,0.024187268689274,-0.006262823939323,-0.07798251509666401,-0.08028171956539101,7
258,5,-0.25835511088371205,0.100816428661346,-0.027917560189962002,-0.312017291784286,8
259,5,-0.155346661806106,-0.05049043148756,0.091895192861557,0.015587801113724,9
260,5,-0.12479449063539501,-0.035508885979652,0.087983161211013,-0.06672061234712601,10
261,5,0.100202664732933,-0.14504332840442602,0.075399428606033,-0.062959037721157,11
262,5,-0.20679490268230402,0.125889956951141,-0.080956429243087,-0.070783726871013,12
263,5,0.061794511973857005,0.05351690948009401,0.12370175123214701,0.18571689724922102,13
264,5,-0.019919047132134,-0.14987608790397602,-0.090678453445434,-0.022213742136955,14
265,5,-0.090083919465541,-0.072855085134506,-0.09328685700893401,-0.00913705676794,15
266,5,0.130730897188186,-0.107327833771705,-0.150515958666801,0.23005554080009402,16
267,5,0.033378597348928,0.14189165830612102,0.031251024454832,-0.089220225811004,17
268,5,-0.011718156747519,0.114926725625991,0.001717101316899,0.09064831584692001,18
269,5,0.061484169214963004,-0.049534745514392006,0.025160383433103003,-0.10743261128664001,19
270,5,0.18060860037803603,-0.156356856226921,0.079117059707641,-0.01574956998229,20
271,5,-0.15565916895866302,0.0021124631166450003,-0.09197410941123901,-0.076234549283981,21
272,5,0.045109059661626004,0.154932916164398,0.055324450135231004,0.060865636914968005,22
273,5,-0.137772157788276,-0.019767567515373,-0.07018639147281601,-0.088952139019966,23
274,5,0.190602093935012,-0.127654790878295,0.11367432773113201,0.138805538415908,24
275,5,-0.011811100877821001,-0.042448118329048004,-0.042853690683841004,-0.17877425253391202,25
276,5,0.065091215074062,-0.016309484839439,-0.035014774650335,-0.12515078485012002,26
277,5,-0.42155885696411105,0.046772077679634004,-0.050692159682512006,-0.403561115264892,27
278,5,-0.10439509153366001,-0.150970831513404,-0.10135892778635001,-0.062523484230041,28
279,5,-0.13746379315853102,0.048598423600196006,-0.014212233945727001,-0.195306867361068,29
280,5,0.22528170049190502,-0.02687582373619,-0.043142739683389005,0.0923263579607,30
281,5,0.06902018189430201,-0.063616685569286,-0.066590093076229,-0.000757855479605,31
282,5,-0.133728712797164,0.035696417093276006,-0.12091042846441201,-0.112019874155521,32
283,5,0.049803785979747,-0.15356403589248602,-0.10842235386371601,0.039252031594514,33
284,5,0.044724583625793006,-0.058679282665252006,-0.11861762404441802,0.08023296296596501,34
285,5,-0.262794584035873,0.047150656580924,0.10522078722715301,-0.262432903051376,35
286,5,-0.09213086217641801,0.049545958638191,-0.077263541519641,-0.078371174633502,36
287,5,0.077291972935199,0.058056011795997,-0.09762156009674,0.07076242566108701,37
288,5,-0.0605402700603,0.07333660125732401,-0.173790484666824,0.10544101148843701,38
289,5,0.083974979817867,-0.082276761531829,0.073832042515277,-0.155511111021041,39
290,5,-0.16684125363826702,0.09378436207771301,0.0172680914402,-0.15777961909770902,40
291,5,0.13979424536228102,-0.04771529883146201,0.09340494871139501,0.012722576968371,41
292,5,-0.36982601881027205,0.145476639270782,-0.056221771985292004,-0.29641830921173,42
293,5,-0.205553814768791,-0.045906417071819,0.11693617701530401,-0.268177032470703,43
294,5,0.050835475325584,-0.080211639404296,0.064379967749118,-0.00791807565838,44
295,5,0.05505093932151701,0.13998806476593,-0.0015626733656970001,-0.030167570337653004,45
296,5,0.14895386993885001,0.075490683317184,-0.013588143512606001,0.13548517227172802,46
297,5,0.062016256153583006,0.08342891931533801,-0.08392128348350501,0.061960797756910005,47
298,5,0.240024596452713,0.126692771911621,-0.012960826046764,0.24504913389682703,48
299,5,-0.000276851817034,-0.054780825972557005,0.050200767815113005,-0.08559276163578,49
300,6,0.115035213530063,-0.009484529495239001,0.068997837603092,0.032282188534736,0
301,6,0.017041126266121,-0.007770597934722001,-0.139040857553482,0.058688290417194006,1
302,6,-0.151921927928924,0.08608156442642201,-0.076275885105133,0.093090675771236,2
303,6,0.132340237498283,0.109102010726928,-0.07300617545843101,0.287815153598785,3
304,6,-0.00025891221594,-0.033140510320663,0.138967379927635,0.11562529206275901,4
305,6,0.07006809860467901,0.10123306512832601,0.046290542930364005,0.100182875990867,5
306,6,-0.057066868990659006,-0.058296054601669006,0.12958408892154602,0.011544482782483,6
307,6,0.040706999599933,0.01165160536766,-0.067823767662048,-0.011000659316778,7
308,6,-0.30492091178894004,-0.051451742649078,-0.0060971174389120005,-0.275660872459411,8
309,6,-0.105629928410053,0.008060246706008,-0.08022403717041,0.010828672908246,9
310,6,0.16667118668556202,0.059419751167297,0.053127434104681,0.156068757176399,10
311,6,-0.133922949433326,0.06209878623485501,0.036442361772060006,-0.051340870559215004,11
312,6,-0.20210908353328702,-0.001294255256652,-0.066049747169017,-0.24575924873352,12
313,6,0.26738712191581704,0.07936070859432201,0.102804616093635,0.16305002570152202,13
314,6,-0.22611923515796603,-0.013757660984992,-0.098649308085441,-0.107407204806804,14
315,6,-0.44973218441009505,0.017176285386085,-0.007805108092725,-0.30345723032951305,15
316,6,-0.145905748009681,0.09727653861045801,0.037326842546463006,-0.197066515684127,16
317,6,-0.23319825530052102,-0.047264970839023,-0.116591282188892,-0.075224466621875,17
318,6,-0.024691401049494,0.12425759434700001,0.07686483114957801,0.08753690868616101,18
319,6,-0.08933019638061501,0.009432971477508,0.031703446060419,0.079852275550365,19
320,6,-0.19906648993492101,0.13989233970642,-0.15979374945163702,-0.117502622306346,20
321,6,0.145837754011154,-0.060730196535587005,0.05233990773558601,-0.13470199704170202,21
322,6,-0.136279761791229,-0.10206507146358401,0.08632908761501301,-0.16369554400444,22
323,6,-0.046576727181673,-0.15397730469703602,-0.010649083182215,-0.10126825422048501,23
324,6,0.020196786150336002,-0.07289383560419001,0.128630593419075,-0.003713241079822,24
325,6,0.06453754752874301,0.01131223142147,-0.092546969652175,-0.143510729074478,25
326,6,-0.15323252975940702,-0.00859297811985,-0.11101324856281201,-0.15199919044971402,26
327,6,-0.165679067373275,-0.06819340586662201,0.15772673487663202,0.00206480640918,27
328,6,0.025154730305075004,-0.131587341427803,-0.13276869058609,0.21324165165424303,28
329,6,0.200220212340354,0.08979246020317001,0.06666265428066201,0.18288734555244401,29
330,6,-0.045303095132112,0.054648458957672,0.129405364394187,-0.0338134765625,30
